fold	epoch	train_loss	train_accuracy	validation_mcc_at_0_5	learning_rate
3	1	0.1577269659997537	0.7351735015772871	0.6933551388002024	4e-05
3	2	0.12136976787532541	0.8897476340694006	0.75843987953832	3.999022989524149e-05
3	3	0.08964516017527234	0.9108832807570978	0.7773942603824195	3.9960929222879784e-05
3	4	0.0663756644735201	0.9264984227129337	0.7976532046994546	3.991212689914099e-05
3	5	0.052252387711396356	0.9410094637223975	0.8101591265845862	3.984387108602667e-05
3	6	0.04183833615072894	0.953627760252366	0.8156367883888965	3.975622914378374e-05
3	7	0.03520236137184999	0.9582018927444795	0.8156090877641133	3.9649287564428046e-05
3	8	0.02884705899994268	0.9697160883280758	0.8191736586248459	3.95231518863872e-05
3	9	0.024324635232942714	0.9763406940063092	0.815351257726155	3.93779465903469e-05
3	10	0.02053811601025261	0.9801261829652996	0.8184217873146676	3.921381497640348e-05
3	11	0.016893239201219865	0.9859621451104101	0.816467670616847	3.903091902264405e-05
3	12	0.01395230688248711	0.9917981072555205	0.8166634483271581	3.882943922529367e-05
3	13	0.011721631811126738	0.9938485804416404	0.8173978419692807	3.8609574420587386e-05
3	14	0.01028890110352532	0.9946372239747634	0.824878569003262	3.8371541588542834e-05
3	15	0.008568770235715792	0.9960567823343849	0.8142230100945607	3.81155756388272e-05
3	16	0.006833157714820622	0.9979495268138802	0.8161125850356564	3.784192917892969e-05
3	17	0.006381595869216633	0.9981072555205047	0.8139195246749703	3.755087226486851e-05
3	18	0.005169696550616518	0.999211356466877	0.8161125850356564	3.7242692134678096e-05
3	19	0.004817930667893227	0.9990536277602524	0.8133961652275183	3.691769292493991e-05
3	20	0.0037970763982247196	0.9993690851735015	0.8107036161695783	3.657619537063634e-05
3	21	0.00379034804197892	0.9987381703470032	0.8167515327162956	3.621853648862398e-05
3	22	0.0034219014514178885	0.9996845425867508	0.808462349109654	3.5845069245038685e-05
3	23	0.0027726203585131688	0.9996845425867508	0.8139952341594802	3.5456162206960646e-05
3	24	0.0024624300853287573	0.9998422712933754	0.8126980595924442	3.505219917868312e-05
3	25	0.0023033863907439005	0.9998422712933754	0.8130553459275897	3.463357882294397e-05
3	26	0.00193420426416202	0.9996845425867508	0.8097773127726076	3.420071426749366e-05
3	27	0.001998352772212508	0.9998422712933754	0.8087501401999999	3.375403269738806e-05
3	28	0.0017232774922841638	0.9998422712933754	0.816502269568833	3.329397493340833e-05
3	29	0.0016972557081890876	0.9998422712933754	0.8125594372212057	3.2820994997024085e-05
3	30	0.0015852293992644228	0.9996845425867508	0.8124648023432823	3.233555966232897e-05
3	31	0.001319293923160408	0.9998422712933754	0.8115345219668272	3.1838147995391e-05
3	32	0.0014733688079543435	0.9996845425867508	0.8126570921391567	3.132925088147222e-05
3	33	0.0014678190021602325	0.9998422712933754	0.8111268250777866	3.080937054058416e-05
3	34	0.0012752336601958808	0.9996845425867508	0.813190500112651	3.027902003185738e-05
3	35	0.0010810088218639279	0.9998422712933754	0.8131359850039382	2.973872274721399e-05
3	36	0.001110012347226792	0.9998422712933754	0.8133064000112065	2.9189011894843056e-05
3	37	0.0010800396343061483	0.9996845425867508	0.813306176499685	2.8630429972988467e-05
3	38	0.001014757027690907	0.9996845425867508	0.816530946575559	2.806352823456868e-05
3	39	0.0010242246544908157	0.9996845425867508	0.8111788876707177	2.7488866143156653e-05
