fold	epoch	train_loss	train_accuracy	validation_mcc_at_0_5	learning_rate
4	1	0.15935321500060687	0.7058359621451105	0.7042475434441138	4e-05
4	2	0.12176229589463032	0.8780757097791798	0.7685285919409817	3.999022989524149e-05
4	3	0.09021597613201532	0.9025236593059937	0.7850980886079164	3.9960929222879784e-05
4	4	0.06760775546781272	0.9197160883280757	0.8106737708269514	3.991212689914099e-05
4	5	0.05292169482503028	0.9376971608832808	0.8246582743298548	3.984387108602667e-05
4	6	0.04370265007724145	0.9444794952681388	0.8375632642807926	3.975622914378374e-05
4	7	0.03689963956736616	0.9533123028391167	0.8396698170796211	3.9649287564428046e-05
4	8	0.030764446946959765	0.9659305993690852	0.8437934260642863	3.95231518863872e-05
4	9	0.026032344564466445	0.9742902208201892	0.8417163379636313	3.93779465903469e-05
4	10	0.021566229338290565	0.9804416403785489	0.8457903659976542	3.921381497640348e-05
4	11	0.01804955154128537	0.9848580441640379	0.8418586891124753	3.903091902264405e-05
4	12	0.01540649747622878	0.9883280757097792	0.8459008690497961	3.882943922529367e-05
4	13	0.013547103581744414	0.990378548895899	0.8459008690497961	3.8609574420587386e-05
4	14	0.010707650269008585	0.9952681388012619	0.8409706192200174	3.8371541588542834e-05
4	15	0.008980423582817665	0.9973186119873817	0.8398601862906522	3.81155756388272e-05
4	16	0.0078011187569059035	0.9977917981072555	0.84082857722771	3.784192917892969e-05
4	17	0.007118370217103687	0.9979495268138802	0.8449858571603115	3.755087226486851e-05
4	18	0.00587510437695809	0.9987381703470032	0.8448240243297686	3.7242692134678096e-05
4	19	0.004805975240340885	0.9990536277602524	0.8417981761557473	3.691769292493991e-05
4	20	0.004293427257930819	0.9993690851735015	0.8448984609961533	3.657619537063634e-05
4	21	0.0037661602442984232	0.9990536277602524	0.8408011795412283	3.621853648862398e-05
4	22	0.0034874806710892014	0.999211356466877	0.8428254555623098	3.5845069245038685e-05
4	23	0.003329125318488206	0.999211356466877	0.8427689871345068	3.5456162206960646e-05
4	24	0.0025775995292063297	0.9993690851735015	0.8439813987613515	3.505219917868312e-05
4	25	0.002882418587909606	0.9995268138801262	0.8427689871345068	3.463357882294397e-05
4	26	0.002232136416295984	0.9993690851735015	0.8427456517612638	3.420071426749366e-05
4	27	0.0022047215817078995	0.9995268138801262	0.8439813987613515	3.375403269738806e-05
4	28	0.0018646399608052303	0.9996845425867508	0.8427955909411192	3.329397493340833e-05
4	29	0.0019320614981150684	0.9995268138801262	0.8427689871345068	3.2820994997024085e-05
4	30	0.0016785935410636268	0.9995268138801262	0.8428949374350783	3.233555966232897e-05
4	31	0.0016118644315849296	0.9996845425867508	0.8430234334556266	3.1838147995391e-05
4	32	0.0015158268627460916	0.9996845425867508	0.8428949374350783	3.132925088147222e-05
4	33	0.001407739297671931	0.9993690851735015	0.840893122693909	3.080937054058416e-05
