fold	epoch	train_loss	train_accuracy	validation_mcc_at_0_5	learning_rate
0	1	0.15344067157631042	0.7378548895899054	0.6812300525187329	4e-05
0	2	0.11722467055644147	0.8817034700315457	0.7716930404686174	3.999022989524149e-05
0	3	0.08762047276229888	0.9061514195583596	0.7907211483474773	3.9960929222879784e-05
0	4	0.06593630473696471	0.9263406940063091	0.810044963573479	3.991212689914099e-05
0	5	0.0518728269105454	0.9339116719242903	0.8196720426740409	3.984387108602667e-05
0	6	0.04244866110266947	0.944794952681388	0.8287902865422466	3.975622914378374e-05
0	7	0.03463296217591229	0.9585173501577287	0.8268787571812364	3.9649287564428046e-05
0	8	0.029269574381622605	0.9654574132492113	0.8331024988460876	3.95231518863872e-05
0	9	0.023933121305816932	0.9744479495268139	0.8323796394340799	3.93779465903469e-05
0	10	0.020259915975037058	0.9809148264984228	0.8316516354024217	3.921381497640348e-05
0	11	0.016630808393285852	0.9883280757097792	0.8373135728530086	3.903091902264405e-05
0	12	0.014107809026581632	0.9908517350157728	0.8325924687471307	3.882943922529367e-05
0	13	0.01137796312406048	0.9938485804416404	0.8357264853916521	3.8609574420587386e-05
0	14	0.009706761015796511	0.9955835962145111	0.8401831954795842	3.8371541588542834e-05
0	15	0.008234233033405588	0.9968454258675079	0.8399896225067858	3.81155756388272e-05
0	16	0.007516378080560488	0.9977917981072555	0.8357264853916521	3.784192917892969e-05
0	17	0.005918832409727366	0.9985804416403785	0.8336097318003047	3.755087226486851e-05
0	18	0.005168061034183961	0.9982649842271294	0.8290680009961509	3.7242692134678096e-05
0	19	0.004756390260332719	0.9981072555205047	0.8345341274352355	3.691769292493991e-05
0	20	0.003758802883656055	0.9996845425867508	0.8329200409706427	3.657619537063634e-05
0	21	0.0034566647746256474	0.9998422712933754	0.8302188063223196	3.621853648862398e-05
0	22	0.0029394002563734346	1.0	0.8344775117398844	3.5845069245038685e-05
0	23	0.002614354457388917	0.9998422712933754	0.8337697316071228	3.5456162206960646e-05
0	24	0.0026215495806105127	1.0	0.8320783214751258	3.505219917868312e-05
0	25	0.002050375089648676	1.0	0.831986770045668	3.463357882294397e-05
0	26	0.002098577398783307	1.0	0.8326696803278263	3.420071426749366e-05
0	27	0.0018802061407424346	1.0	0.8281687232832352	3.375403269738806e-05
0	28	0.0015505649344789963	1.0	0.8326924880068001	3.329397493340833e-05
0	29	0.0016250669216584378	1.0	0.834756125982146	3.2820994997024085e-05
0	30	0.0012918237521833144	1.0	0.8331024988460876	3.233555966232897e-05
0	31	0.001251439951589384	1.0	0.8329200409706427	3.1838147995391e-05
0	32	0.0011723218971205294	1.0	0.8307929301135568	3.132925088147222e-05
0	33	0.001111645788565419	1.0	0.8320783214751258	3.080937054058416e-05
0	34	0.0011337305280697248	1.0	0.8318129778225933	3.027902003185738e-05
0	35	0.0009441785430623811	1.0	0.8339422128375727	2.973872274721399e-05
0	36	0.001015896674125141	1.0	0.8325924687471307	2.9189011894843056e-05
