fold	epoch	train_loss	train_accuracy	validation_mcc_at_0_5	learning_rate
1	1	0.15564634218953008	0.7452681388012619	0.6872805640474502	4e-05
1	2	0.1185963227921856	0.8787066246056783	0.7673135622743881	3.999022989524149e-05
1	3	0.08866724332894436	0.905205047318612	0.796161521728163	3.9960929222879784e-05
1	4	0.06750020207807844	0.9235015772870663	0.8079671478023619	3.991212689914099e-05
1	5	0.053053172365160016	0.9342271293375395	0.8179396969447924	3.984387108602667e-05
1	6	0.04324955842472401	0.9484227129337539	0.8230803398384069	3.975622914378374e-05
1	7	0.03579731404851852	0.9578864353312303	0.8278742169253791	3.9649287564428046e-05
1	8	0.030061816642713096	0.9643533123028392	0.8360668029874166	3.95231518863872e-05
1	9	0.02581486427563034	0.9694006309148265	0.8373811996432317	3.93779465903469e-05
1	10	0.021621475986877827	0.9782334384858045	0.828906409256687	3.921381497640348e-05
1	11	0.018143039795479	0.9837539432176656	0.8278462363734413	3.903091902264405e-05
1	12	0.01474205170778634	0.9897476340694006	0.8288448241399133	3.882943922529367e-05
1	13	0.012401202330453914	0.9930599369085173	0.8277548101616998	3.8609574420587386e-05
1	14	0.010489699882616756	0.9954258675078864	0.8288740096734252	3.8371541588542834e-05
1	15	0.009007962469352345	0.9962145110410094	0.8308748057983361	3.81155756388272e-05
1	16	0.007900817851221618	0.9968454258675079	0.8280621762358955	3.784192917892969e-05
1	17	0.006634866615481181	0.9985804416403785	0.8302324632945933	3.755087226486851e-05
1	18	0.005625368823658687	0.9988958990536277	0.8277666053008221	3.7242692134678096e-05
1	19	0.004597050049973869	0.999211356466877	0.827056763770458	3.691769292493991e-05
1	20	0.004217862341940779	0.999211356466877	0.8260101942705804	3.657619537063634e-05
1	21	0.003672622851674865	0.9993690851735015	0.8260517613828277	3.621853648862398e-05
1	22	0.003113104492331905	0.9996845425867508	0.8230391925326265	3.5845069245038685e-05
1	23	0.002913594276465076	0.9996845425867508	0.8239678228958133	3.5456162206960646e-05
1	24	0.0026657576055768347	0.9998422712933754	0.8250471668570685	3.505219917868312e-05
1	25	0.00249741526705445	0.9995268138801262	0.8189379474582608	3.463357882294397e-05
1	26	0.0023487641628866882	0.9995268138801262	0.8247744877090758	3.420071426749366e-05
1	27	0.0017924569363555979	0.9998422712933754	0.8219078068542378	3.375403269738806e-05
1	28	0.0017608884133674698	0.9998422712933754	0.8200678072569467	3.329397493340833e-05
1	29	0.0015098305729038615	0.9998422712933754	0.8241795055750861	3.2820994997024085e-05
1	30	0.0014079883389104429	0.9998422712933754	0.8220757616860019	3.233555966232897e-05
1	31	0.0014573220077649417	0.9996845425867508	0.81823381834956	3.1838147995391e-05
1	32	0.00138494239456082	1.0	0.821370400790704	3.132925088147222e-05
1	33	0.0013707659393108276	0.9996845425867508	0.8192415482705744	3.080937054058416e-05
