representation	head	clean_id	label	homology_group	fold	quality_tier	raw_score	probability_uncalibrated	prediction_at_fixed_boundary
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000003	0	HPCLAS_TRAIN_N_000003	2	A_clean_core	-3.2448905949926035	0.037510921265965516	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000004	0	HPCLAS_TRAIN_N_000004	2	A_clean_core	-3.32807789346674	0.03462041319168807	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000006	0	HPCLAS_TRAIN_N_000006	2	D_hard_sample	-0.5140132366477329	0.37425320142627977	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000007	0	HPCLAS_TRAIN_N_000007	2	A_clean_core	-4.30872199596772	0.013272207833126947	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000010	0	HPCLAS_TRAIN_N_000010	2	A_clean_core	-5.037087744840586	0.0064507466994518075	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000015	0	HPCLAS_TRAIN_N_000015	2	D_hard_sample	-1.1111715800173978	0.24765253435478418	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000020	0	HPCLAS_TRAIN_N_000020	2	A_clean_core	-6.686118331207005	0.0012465623064661952	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000023	0	HPCLAS_TRAIN_N_000023	2	D_hard_sample	1.428460077673225	0.8066612646305704	1
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000024	0	HPCLAS_TRAIN_N_000024	2	A_clean_core	-3.757851599675967	0.022801764738859927	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000025	0	HPCLAS_TRAIN_N_000025	2	A_clean_core	-5.7284499356607546	0.0032415723512817223	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000027	0	HPCLAS_TRAIN_N_000027	2	A_clean_core	-6.1602284543904196	0.0021073205952725454	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000033	0	HPCLAS_TRAIN_N_000033	2	A_clean_core	-3.7020478359086657	0.024078852267219536	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000040	0	HPCLAS_TRAIN_N_000040	2	A_clean_core	-4.540521765247441	0.010555237420180616	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000053	0	HPCLAS_TRAIN_N_000053	2	A_clean_core	-4.750096452881072	0.008576665225760812	0
layer36_mean_max	catboost	HPCLAS_TRAIN_N_000059	0	HPCLAS_TRAIN_N_000059	2	A_clean_core	-3.083573235755291	0.043789951328841475	0
